"ProcessId","ParentProcessId","Name","CommandLine"
"21808","21276","steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=fr --service-sandbox-type=service --enable-chrome-runtime --user-data-dir=""C:\Users\jeane\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1774577504 --steamid=0 --valve-initial-threadpool-size=4 --field-trial-handle=2308,i,12524461577250696255,15674527464468332663,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=2316 --mojo-platform-channel-handle=2288 /prefetch:13"
"22136","21276","steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=renderer --enable-chrome-runtime --user-data-dir=""C:\Users\jeane\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1774577504 --steamid=0 --valve-initial-threadpool-size=4 --gaia-url=http://disabled.invalid --lang=fr --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=5 --time-ticks-at-unix-epoch=-1775027349886043 --launch-time-ticks=49377888 --field-trial-handle=3740,i,12524461577250696255,15674527464468332663,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=3752 --mojo-platform-channel-handle=4060 /prefetch:1"
"22384","1476","ShellExperienceHost.exe","""C:\WINDOWS\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca"
"21884","1476","RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding"
"22168","9144","WaveLinkSE.exe","""C:\Program Files\Elgato\WaveLink\WaveLinkSE.exe"" "
"17396","9144","WaveLink.exe","""C:\Program Files\Elgato\WaveLink\WaveLink.exe"" -runinbk"
"22120","1248","MidiSrv.exe",
"16916","1248","svchost.exe",
"22616","22588","BrCtrlCntr.exe","-BootProc"
"22668","22544","BrStMonW.exe","""C:\Program Files (x86)\Browny02\Brother\BrStMonW.exe"" /AUTORUN"
"22736","1248","BrYNSvc.exe",
"22788","22616","BrCcUxSys.exe","-BootProc"
"23204","22544","jusched.exe","""C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe"" "
"23280","21276","steamwebhelper.exe","""C:\Program Files (x86)\Steam\bin\cef\cef.win64\steamwebhelper.exe"" --type=renderer --enable-chrome-runtime --user-data-dir=""C:\Users\jeane\AppData\Local\Steam\htmlcache"" --user-agent-product=""Valve Steam Client"" --buildid=1774577504 --steamid=0 --valve-initial-threadpool-size=4 --gaia-url=http://disabled.invalid --lang=fr --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1775027349886043 --launch-time-ticks=56168337 --field-trial-handle=5816,i,12524461577250696255,15674527464468332663,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BlockPromptsIfIgnoredOften,DcheckIsFatal,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC,WinRetrieveSuggestionsOnlyOnDemand --variations-seed-version --enable-logging=handle --log-file=5232 --mojo-platform-channel-handle=5584 /prefetch:1"
"23440","17396","crashpad_handler.exe","""C:\Program Files\Elgato\WaveLink\crashpad_handler.exe"" --no-rate-limit --database=C:\Users\jeane\AppData\Local\Temp\Sentry_WaveLink\ --metrics-dir=C:\Users\jeane\AppData\Local\Temp\Sentry_WaveLink\ --url=https://o324181.ingest.sentry.io:443/api/6301419/minidump/?sentry_client=sentry.native/0.4.15&sentry_key=b632b476a75c4d869178da2cd85107f4 --attachment=C:\Users\jeane\AppData\Local\Temp\Sentry_WaveLink\056adbec-c58f-42ad-5f33-f69a9298c910.run\__sentry-event --attachment=C:\Users\jeane\AppData\Local\Temp\Sentry_WaveLink\056adbec-c58f-42ad-5f33-f69a9298c910.run\__sentry-breadcrumb1 --attachment=C:\Users\jeane\AppData\Local\Temp\Sentry_WaveLink\056adbec-c58f-42ad-5f33-f69a9298c910.run\__sentry-breadcrumb2 --initial-client-data=0x868,0x870,0x874,0x748,0x85c,0x7ffecf72df30,0x7ffecf72df50,0x7ffecf72df68"
"23052","4476","WsToastNotification.exe","""C:\Users\jeane\AppData\Local\Wondershare\Wondershare NativePush\WsToastNotification.exe"""
"9740","23052","conhost.exe","\??\C:\WINDOWS\system32\conhost.exe 0x4"
"19212","1248","svchost.exe","C:\WINDOWS\System32\svchost.exe -k UnistackSvcGroup"
"9156","1248","svchost.exe",
"5360","1248","svchost.exe",
"23220","1248","svchost.exe",
"23544","1248","svchost.exe",
"23036","1248","svchost.exe",
"5724","1248","svchost.exe",
"3744","1476","SystemSettings.exe","""C:\Windows\ImmersiveControlPanel\SystemSettings.exe"" -ServerName:microsoft.windows.immersivecontrolpanel"
"2812","1476","ApplicationFrameHost.exe","C:\WINDOWS\system32\ApplicationFrameHost.exe -Embedding"
"5096","5128","AdobeCollabSync.exe","""C:\Program Files\Adobe\Acrobat DC\Acrobat\AdobeCollabSync.exe"""
"10560","5096","AdobeCollabSync.exe","""C:\Program Files\Adobe\Acrobat DC\Acrobat\AdobeCollabSync.exe"" --type=collab-renderer --proc=5096"
"4080","1476","XboxPcAppFT.exe","""C:\Program Files\WindowsApps\Microsoft.GamingApp_2602.1001.5.0_x64__8wekyb3d8bbwe\XboxPcAppFT.exe"" -Embedding"
"4144","1248","svchost.exe",
"6512","1248","svchost.exe",
"13248","1248","svchost.exe",
"17748","7040","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"""
"13412","17748","crashhelper.exe","""C:\Program Files\Mozilla Firefox\crashhelper.exe"" ""17748"" ""\\.\pipe\gecko-crash-server-pipe.17748"" ""C:\Users\jeane\AppData\Local\Temp\\"" ""980"" ""1004"""
"11464","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260318190823 -prefsHandle 2120:48903 -prefMapHandle 2124:302762 -ipcHandle 2148 -initialChannelId {dbe52b5b-5b2c-4462-aa7c-433003fd71fb} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 2164 -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 1 gpu"
"17588","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260318190823 -prefsHandle 3048:48967 -prefMapHandle 3052:302762 -ipcHandle 3012 -initialChannelId {74a68ebe-4560-40df-80c1-7c4888af8213} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 3060 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 2 socket"
"23228","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 3648:49032 -prefMapHandle 3652:302762 -jsInitHandle 3656:156136 -parentBuildID 20260318190823 -ipcHandle 3664 -initialChannelId {41d66f1e-8c28-4c78-80de-b95e5c01918c} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 3668 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 3 tab"
"20436","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260318190823 -prefsHandle 3828:49032 -prefMapHandle 3852:302762 -ipcHandle 3856 -initialChannelId {efe8f72c-e9a6-4c19-b984-31c76a6f52a5} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 3864 -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 4 rdd"
"19164","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 4856:36874 -prefMapHandle 4860:302762 -jsInitHandle 4864:156136 -parentBuildID 20260318190823 -ipcHandle 4872 -initialChannelId {0bc3dd16-158f-42a9-a8c2-9d1f3a6f08a0} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 4880 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 5 tab"
"22112","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 5072:36874 -prefMapHandle 5076:302762 -jsInitHandle 5080:156136 -parentBuildID 20260318190823 -ipcHandle 5064 -initialChannelId {4f720fb3-58ad-415f-b4a7-9634dd815fcf} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 5088 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 6 tab"
"19844","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 5276:36874 -prefMapHandle 5280:302762 -jsInitHandle 5284:156136 -parentBuildID 20260318190823 -ipcHandle 5292 -initialChannelId {3ae985b4-b0ac-4a33-87ae-cc346af7cf93} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 5300 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 7 tab"
"11508","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 4384:58888 -prefMapHandle 5768:302762 -jsInitHandle 5860:156136 -parentBuildID 20260318190823 -ipcHandle 5868 -initialChannelId {5e83d655-3375-4954-93aa-83540db55572} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 5880 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 8 tab"
"16044","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260318190823 -sandboxingKind 0 -prefsHandle 6624:58968 -prefMapHandle 6560:302762 -ipcHandle 6708 -initialChannelId {f9ecbecb-b4ff-47f1-b435-eb2d3f12c6c8} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 6632 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 9 utility"
"14652","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 7208:46905 -prefMapHandle 7212:302762 -jsInitHandle 7216:156136 -parentBuildID 20260318190823 -ipcHandle 7224 -initialChannelId {966b4c8f-f757-4689-86bf-22b8bfd9c84d} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 7232 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 10 tab"
"16844","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260318190823 -sandboxingKind 1 -prefsHandle 8252:59130 -prefMapHandle 8256:302762 -ipcHandle 8272 -initialChannelId {ac91f705-befb-4012-9f40-051277595a3d} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 8100 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 14 utility"
"5972","9144","Signal.exe","""C:\Users\jeane\AppData\Local\Programs\signal-desktop\Signal.exe"" "
"19144","5972","Signal.exe","""C:\Users\jeane\AppData\Local\Programs\signal-desktop\Signal.exe"" --type=gpu-process --user-data-dir=""C:\Users\jeane\AppData\Roaming\Signal"" --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --field-trial-handle=1952,i,11373041668188780313,1509668030211804284,262144 --enable-features=EnableTransparentHwndEnlargement,PdfUseShowSaveFilePicker --disable-features=HardwareMediaKeyHandling,LocalNetworkAccessChecks,NetworkServiceSandbox,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1944 /prefetch:2"
"2648","5972","Signal.exe","""C:\Users\jeane\AppData\Local\Programs\signal-desktop\Signal.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --user-data-dir=""C:\Users\jeane\AppData\Roaming\Signal"" --standard-schemes=attachment --fetch-schemes=attachment --streaming-schemes=attachment --field-trial-handle=1952,i,11373041668188780313,1509668030211804284,262144 --enable-features=EnableTransparentHwndEnlargement,PdfUseShowSaveFilePicker --disable-features=HardwareMediaKeyHandling,LocalNetworkAccessChecks,NetworkServiceSandbox,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2176 /prefetch:11"
"22768","5972","Signal.exe","""C:\Users\jeane\AppData\Local\Programs\signal-desktop\Signal.exe"" --type=renderer --user-data-dir=""C:\Users\jeane\AppData\Roaming\Signal"" --standard-schemes=attachment --fetch-schemes=attachment --streaming-schemes=attachment --app-user-model-id=org.whispersystems.signal-desktop --app-path=""C:\Users\jeane\AppData\Local\Programs\signal-desktop\resources\app.asar"" --no-sandbox --no-zygote --video-capture-use-gpu-memory-buffer --lang=fr --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1775027349886957 --launch-time-ticks=16292022783 --field-trial-handle=1952,i,11373041668188780313,1509668030211804284,262144 --enable-features=EnableTransparentHwndEnlargement,PdfUseShowSaveFilePicker --disable-features=HardwareMediaKeyHandling,LocalNetworkAccessChecks,NetworkServiceSandbox,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=3364 /prefetch:1"
"8604","9144","WhatsApp.Root.exe","""C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_2.2605.103.0_x64__cv1g1gvanyjgm\WhatsApp.Root.exe"" "
"17448","1476","RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding"
"16480","8604","msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\msedgewebview2.exe"" --embedded-browser-webview=1 --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --user-data-dir=""C:\Users\jeane\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --noerrdialogs --edge-webview-disable-crash-reporting=1 --embedded-browser-webview-enable-extension --disable-gpu --mojo-named-platform-channel-pipe=8604.2572.6477400112024390961 /pfhostedapp:bec122f3b089b78f1d7940edae726a6778969b47"
"16268","16480","msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\msedgewebview2.exe"" --type=crashpad-handler --user-data-dir=C:\Users\jeane\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView /prefetch:4 /pfhostedapp:bec122f3b089b78f1d7940edae726a6778969b47 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Users\jeane\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView\Crashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=146.0.7680.166 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\msedgewebview2.exe"" --annotation=plat=Win64 ""--annotation=prod=Edge WebView2"" --annotation=ver=146.0.3856.84 --initial-client-data=0x178,0x17c,0x180,0x154,0x188,0x7fff553d34d8,0x7fff553d34e4,0x7fff553d34f0"
"21468","16480","msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\msedgewebview2.exe"" --type=gpu-process --noerrdialogs --user-data-dir=""C:\Users\jeane\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --gpu-preferences=SAAAAAAAAADgAAAEAAAAAAAAAAAAAGAAAAAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --use-gl=angle --use-angle=d3d11-warp-webgl --startup-read-main-dll --metrics-shmem-handle=1872,i,4201274496957564446,9672022112113589460,262144 --field-trial-handle=1980,i,9052552620936003786,11965737324286081612,262144 --variations-seed-version --pseudonymization-salt-handle=1984,i,7662442673331342736,10929238030589200549,4 --trace-process-track-uuid=3190708988185955192 --mojo-platform-channel-handle=1968 /prefetch:2 /pfhostedapp:bec122f3b089b78f1d7940edae726a6778969b47"
"4260","16480","msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\msedgewebview2.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=fr --service-sandbox-type=none --noerrdialogs --user-data-dir=""C:\Users\jeane\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2284,i,13940022509295144230,7160959114126258139,524288 --field-trial-handle=1980,i,9052552620936003786,11965737324286081612,262144 --variations-seed-version --pseudonymization-salt-handle=1984,i,7662442673331342736,10929238030589200549,4 --trace-process-track-uuid=3190708989122997041 --mojo-platform-channel-handle=2292 /prefetch:11 /pfhostedapp:bec122f3b089b78f1d7940edae726a6778969b47"
"15804","16480","msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\msedgewebview2.exe"" --type=utility --utility-sub-type=storage.mojom.StorageService --lang=fr --service-sandbox-type=service --noerrdialogs --user-data-dir=""C:\Users\jeane\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --startup-read-main-dll --metrics-shmem-handle=2360,i,4225778248082039129,1451022042440656774,524288 --field-trial-handle=1980,i,9052552620936003786,11965737324286081612,262144 --variations-seed-version --pseudonymization-salt-handle=1984,i,7662442673331342736,10929238030589200549,4 --trace-process-track-uuid=3190708990060038890 --mojo-platform-channel-handle=2384 /prefetch:13 /pfhostedapp:bec122f3b089b78f1d7940edae726a6778969b47"
"12300","5972","Signal.exe","""C:\Users\jeane\AppData\Local\Programs\signal-desktop\Signal.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=fr --service-sandbox-type=audio --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\jeane\AppData\Roaming\Signal"" --standard-schemes=attachment --fetch-schemes=attachment --streaming-schemes=attachment --field-trial-handle=1952,i,11373041668188780313,1509668030211804284,262144 --enable-features=EnableTransparentHwndEnlargement,PdfUseShowSaveFilePicker --disable-features=HardwareMediaKeyHandling,LocalNetworkAccessChecks,NetworkServiceSandbox,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708990997080739 --mojo-platform-channel-handle=4048 /prefetch:12"
"14356","16480","msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\msedgewebview2.exe"" --type=renderer --noerrdialogs --user-data-dir=""C:\Users\jeane\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --disable-gpu-compositing --video-capture-use-gpu-memory-buffer --lang=fr --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --js-flags=""--expose-gc --ms-user-locale=fr_FR"" --time-ticks-at-unix-epoch=-1775027349886957 --launch-time-ticks=16296273301 --skip-read-main-dll --metrics-shmem-handle=5552,i,11131241399101919080,17301556152687984418,2097152 --field-trial-handle=1980,i,9052552620936003786,11965737324286081612,262144 --variations-seed-version --pseudonymization-salt-handle=1984,i,7662442673331342736,10929238030589200549,4 --trace-process-track-uuid=3190708994745248135 --mojo-platform-channel-handle=5620 /pfhostedapp:bec122f3b089b78f1d7940edae726a6778969b47 /prefetch:1"
"5704","16480","msedgewebview2.exe","""C:\Program Files (x86)\Microsoft\EdgeWebView\Application\146.0.3856.84\msedgewebview2.exe"" --type=utility --utility-sub-type=audio.mojom.AudioService --lang=fr --service-sandbox-type=audio --noerrdialogs --user-data-dir=""C:\Users\jeane\AppData\Local\Packages\5319275A.WhatsAppDesktop_cv1g1gvanyjgm\LocalCache\EBWebView"" --webview-exe-name=WhatsApp.Root.exe --webview-exe-version=1.0.0 --embedded-browser-webview=1 --skip-read-main-dll --metrics-shmem-handle=5960,i,11991887804618041381,9840093006444884993,524288 --field-trial-handle=1980,i,9052552620936003786,11965737324286081612,262144 --variations-seed-version --pseudonymization-salt-handle=1984,i,7662442673331342736,10929238030589200549,4 --trace-process-track-uuid=3190708995682289984 --mojo-platform-channel-handle=5972 /prefetch:12 /pfhostedapp:bec122f3b089b78f1d7940edae726a6778969b47"
"20220","1248","svchost.exe",
"4364","1476","UserOOBEBroker.exe","C:\Windows\System32\oobe\UserOOBEBroker.exe -Embedding"
"10692","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -parentBuildID 20260318190823 -sandboxingKind 2 -prefsHandle 8880:59218 -prefMapHandle 6564:302762 -ipcHandle 6368 -initialChannelId {cd70878c-4870-4dc3-a7f8-c0d142edc282} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 7532 -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 17 utility"
"8056","1476","RuntimeBroker.exe","C:\Windows\System32\RuntimeBroker.exe -Embedding"
"4720","5972","Signal.exe","""C:\Users\jeane\AppData\Local\Programs\signal-desktop\Signal.exe"" --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=fr --service-sandbox-type=none --video-capture-use-gpu-memory-buffer --user-data-dir=""C:\Users\jeane\AppData\Roaming\Signal"" --standard-schemes=attachment --fetch-schemes=attachment --streaming-schemes=attachment --field-trial-handle=1952,i,11373041668188780313,1509668030211804284,262144 --enable-features=EnableTransparentHwndEnlargement,PdfUseShowSaveFilePicker --disable-features=HardwareMediaKeyHandling,LocalNetworkAccessChecks,NetworkServiceSandbox,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708992871164437 --mojo-platform-channel-handle=1120 /prefetch:14"
"17020","1248","svchost.exe",
"25504","1248","svchost.exe",
"25372","17748","firefox.exe","""C:\Program Files\Mozilla Firefox\firefox.exe"" -contentproc -isForBrowser -prefsHandle 11156:47256 -prefMapHandle 11184:302762 -jsInitHandle 10360:156136 -parentBuildID 20260318190823 -ipcHandle 10088 -initialChannelId {22279d4d-2eec-4416-a7bf-ca4a8e87742a} -parentPid 17748 -crashReporter ""\\.\pipe\gecko-crash-server-pipe.17748"" -crashHelper 10440 -win32kLockedDown -appDir ""C:\Program Files\Mozilla Firefox\browser"" - 40 tab"
"15484","25468","upc.exe","""C:\Program Files (x86)\Ubisoft\Ubisoft Game Launcher\upc.exe"" uplay://launch/4932 -upc_old_patch_version 13099 -upc_new_patch_version 13122"
"25244","15484","UplayWebCore.exe","""C:\Program Files (x86)\Ubisoft\Ubisoft Game Launcher\UplayWebCore.exe"" --type=gpu-process --no-sandbox --no-pre-read-main-dll --user-data-dir=""C:\Users\jeane\AppData\Local\Ubisoft Game Launcher\cache\http2"" --locales-dir-path=""C:\Program Files (x86)\Ubisoft\Ubisoft Game Launcher\locales\1"" --log-severity=disable --user-agent-product=ConnectPC --gpu-preferences=UAAAAAAAAADgAAAEAAAAAAAAAAAAAAAAAABgAAEAAAAAAAAAAAAAAAAAAAACAAAAAAAAAAAAAAAAAAAAAAAAABAAAAAAAAAAEAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --field-trial-handle=2244,i,1097508973524173879,17367415290850842665,262144 --enable-features=AutofillDisableFilling --disable-features=EnableWindowsGamingInputDataFetcher,PasswordLeakDetection,SafeBrowsing --variations-seed-version --enable-logging=handle --log-file=2336 --mojo-platform-channel-handle=2232 /prefetch:2"
